timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1741797313499,1351,HTTP请求,201,,Account Write Thread Group 1-377,text,true,,288,313,646,646,http://localhost:8080/api/accounts,1351,0,4
1741797313518,1335,HTTP请求,201,,Account Write Thread Group 1-358,text,true,,288,313,640,640,http://localhost:8080/api/accounts,1335,0,2
1741797313522,1332,HTTP请求,201,,Account Write Thread Group 1-374,text,true,,288,313,639,639,http://localhost:8080/api/accounts,1332,0,0
1741797313497,1357,HTTP请求,201,,Account Write Thread Group 1-373,text,true,,288,313,639,639,http://localhost:8080/api/accounts,1357,0,1
1741797313520,1334,HTTP请求,201,,Account Write Thread Group 1-398,text,true,,288,313,637,636,http://localhost:8080/api/accounts,1334,0,1
1741797313521,1333,HTTP请求,201,,Account Write Thread Group 1-336,text,true,,288,313,637,636,http://localhost:8080/api/accounts,1333,0,1
1741797313518,1338,HTTP请求,201,,Account Write Thread Group 1-340,text,true,,288,313,633,633,http://localhost:8080/api/accounts,1338,0,3
1741797313521,1336,HTTP请求,201,,Account Write Thread Group 1-397,text,true,,288,313,633,633,http://localhost:8080/api/accounts,1336,0,1
1741797313522,1336,HTTP请求,201,,Account Write Thread Group 1-394,text,true,,288,313,629,629,http://localhost:8080/api/accounts,1336,0,0
1741797313519,1340,HTTP请求,201,,Account Write Thread Group 1-335,text,true,,288,313,629,629,http://localhost:8080/api/accounts,1340,0,4
1741797313523,1336,HTTP请求,201,,Account Write Thread Group 1-393,text,true,,288,313,629,629,http://localhost:8080/api/accounts,1336,0,1
1741797313526,1335,HTTP请求,201,,Account Write Thread Group 1-410,text,true,,288,313,626,626,http://localhost:8080/api/accounts,1334,0,1
1741797313526,1335,HTTP请求,201,,Account Write Thread Group 1-409,text,true,,288,313,626,626,http://localhost:8080/api/accounts,1335,0,1
1741797313526,1336,HTTP请求,201,,Account Write Thread Group 1-339,text,true,,288,313,626,626,http://localhost:8080/api/accounts,1336,0,1
1741797313529,1335,HTTP请求,201,,Account Write Thread Group 1-343,text,true,,288,313,623,623,http://localhost:8080/api/accounts,1335,0,2
1741797313528,1336,HTTP请求,201,,Account Write Thread Group 1-413,text,true,,288,313,623,623,http://localhost:8080/api/accounts,1336,0,1
1741797313527,1337,HTTP请求,201,,Account Write Thread Group 1-406,text,true,,288,313,622,622,http://localhost:8080/api/accounts,1337,0,3
1741797313256,1609,HTTP请求,201,,Account Write Thread Group 1-156,text,true,,288,313,622,622,http://localhost:8080/api/accounts,1414,0,154
1741797313532,1334,HTTP请求,201,,Account Write Thread Group 1-344,text,true,,288,313,621,621,http://localhost:8080/api/accounts,1334,0,1
1741797313534,1333,HTTP请求,201,,Account Write Thread Group 1-347,text,true,,288,313,620,620,http://localhost:8080/api/accounts,1333,0,1
1741797313536,1333,HTTP请求,201,,Account Write Thread Group 1-351,text,true,,288,313,619,619,http://localhost:8080/api/accounts,1332,0,1
1741797313539,1331,HTTP请求,201,,Account Write Thread Group 1-356,text,true,,288,313,617,617,http://localhost:8080/api/accounts,1330,0,1
1741797313535,1335,HTTP请求,201,,Account Write Thread Group 1-348,text,true,,288,313,617,617,http://localhost:8080/api/accounts,1334,0,3
1741797313528,1337,HTTP请求,201,,Account Write Thread Group 1-414,text,true,,288,313,620,620,http://localhost:8080/api/accounts,1336,0,1
1741797313541,1330,HTTP请求,201,,Account Write Thread Group 1-355,text,true,,288,313,616,616,http://localhost:8080/api/accounts,1330,0,1
1741797313524,1347,HTTP请求,201,,Account Write Thread Group 1-405,text,true,,288,313,616,616,http://localhost:8080/api/accounts,1347,0,1
1741797313530,1342,HTTP请求,201,,Account Write Thread Group 1-417,text,true,,288,313,614,614,http://localhost:8080/api/accounts,1342,0,2
